0.000000,-6575.078125,-2586.007324,2178.087891,2844.572266,-8954.376953,1416.497070,-9752.847656,-4071.794678,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011000,0.436000,0.246000,192.000000,0.000000,176.000000,27.000000,64.000000,15.000000,96.000000,0.000000,0.000000,0.000000,1583258178.295212
1.000000,-4389.502441,-3968.462646,-5534.157715,-2234.727295,-3063.217041,2719.559082,251.457123,1540.728027,-12606.718750,-4571.713867,4636.489258,6138.816895,-17326.646484,3383.137451,-18833.781250,-7867.500977,0.000000,0.000000,0.000000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1583258178.353190
3.000000,-8778.647461,-7933.594727,-11065.141602,-4465.208008,-6117.381836,5440.458984,506.356415,3084.562988,-12606.741211,-4573.077148,4635.103516,6139.800293,-17323.517578,3379.404785,-18837.087891,-7867.344238,0.000000,0.000000,0.000000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1583258178.353204
5.000000,-8789.309570,-7943.541504,-11079.222656,-4478.082520,-6126.635254,5433.440430,494.130005,3076.114014,-12614.027344,-4581.750000,4627.973145,6123.438965,-17335.878906,3368.161865,-18845.068359,-7877.335449,0.000000,0.000000,0.000000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1583258178.353215
7.000000,-8786.961914,-7944.726074,-11079.491211,-4482.061035,-6132.245605,5427.204590,487.625641,3067.709717,-12606.517578,-4585.772949,4631.884766,6126.523438,-17329.171875,3366.060791,-18847.371094,-7882.520996,0.009000,0.445000,0.228000,192.000000,0.000000,72.000000,13.500000,104.000000,7.000000,32.000000,0.000000,0.000000,0.000000,1583258178.353227
9.000000,-8796.573242,-7950.873047,-11080.519531,-4487.760742,-6125.853027,5420.677734,477.612061,3057.360840,-12611.703125,-4592.657715,4622.362793,6114.520508,-17330.021484,3365.703125,-18850.677734,-7889.495117,0.000000,0.000000,0.000000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1583258178.353238
11.000000,-8790.158203,-7941.038086,-11075.042969,-4480.474121,-6125.048340,5429.283203,496.253418,3078.013916,-12600.258789,-4582.957031,4636.198730,6132.290039,-17312.900391,3381.975342,-18829.355469,-7861.577637,0.000000,0.000000,0.000000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1583258178.353250
13.000000,-8782.625977,-7931.203125,-11069.455078,-4471.108887,-6113.201660,5444.415527,517.733459,3103.293701,-12610.943359,-4587.539062,4623.748535,6119.504883,-17331.296875,3374.554443,-18839.144531,-7873.088867,0.000000,0.000000,0.000000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1583258178.353262
15.000000,-8786.715820,-7932.298340,-11076.831055,-4472.918945,-6126.166016,5438.693359,507.473999,3084.875977,-12614.273438,-4587.762207,4626.162598,6124.824707,-17321.953125,3378.801270,-18836.484375,-7865.399902,0.000000,0.000000,0.000000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1583258178.412898
17.000000,-8783.162109,-7927.582520,-11070.483398,-4470.728516,-6110.385742,5444.348145,508.189240,3100.097412,-12610.161133,-4579.782715,4629.045898,6126.188477,-17325.105469,3380.947021,-18834.875000,-7863.455078,0.006000,0.451000,0.222000,192.000000,0.000000,48.000000,14.000000,24.000000,6.500000,112.000000,0.000000,0.000000,0.000000,1583258178.412917
